,TIME,MEM,CPU,NETOUT,NETIN,DISK
0,0.0,78.79296875,1.5,0.0,0.0,8.417354
1,0.03333333333333333,92.8828125,24.0,0.10968299999967712,2.2702169999975013,8.417354
2,0.06666666666666667,92.8828125,0.0,0.11124600000039209,2.2775970000002417,8.417354
3,0.1,92.8828125,0.5,0.11578600000029837,2.2923399999999674,8.417354
4,0.13333333333333333,98.9609375,1.6,0.2210800000002564,4.6156970000010915,8.417354
5,0.16666666666666666,98.9609375,0.5,0.2220420000003287,4.622875000000931,8.417354
6,0.2,99.20703125,27.0,0.2627410000004602,6.359130999997433,8.417354
7,0.23333333333333334,99.20703125,2.5,0.33382799999981216,6.376840999997512,8.417354
8,0.26666666666666666,99.20703125,0.0,0.33535200000005716,6.382926999998745,8.417354
9,0.3,99.20703125,7.0,0.44102100000054634,8.15233299999818,8.417354
10,0.3333333333333333,99.20703125,0.5,0.44174199999997654,8.15885800000251,8.417354
11,0.36666666666666664,99.20703125,15.1,0.45372800000041025,10.004143999998632,8.417354
12,0.4,99.20703125,1.0,0.5473410000004151,10.015079999997397,8.417354
13,0.43333333333333335,99.20703125,1.0,0.5485669999998208,10.021968000000925,8.417354
14,0.4666666666666667,99.20703125,0.0,0.5495360000004439,10.028984999997192,8.417354
15,0.5,99.703125,27.9,0.5622270000003482,11.895359000001918,8.417354
16,0.5333333333333333,99.703125,0.5,0.6543460000002597,11.903507000002719,8.417354
17,0.5666666666666667,99.703125,0.0,0.6550280000001294,11.910407000003033,8.417354
18,0.6,102.53515625,15.6,0.7607749999997395,13.764981000000262,8.417354
19,0.6333333333333333,102.53515625,1.0,0.7630570000001171,13.771835999999894,8.417354
20,0.6666666666666666,102.53515625,0.0,0.7652120000002469,13.782099000003655,8.417354
21,0.7,105.6171875,30.8,0.8411210000003848,15.51961200000369,8.417354
22,0.7333333333333333,105.6171875,0.5,0.8689670000003389,15.527978999998595,8.417354
23,0.7666666666666667,105.6171875,1.0,0.8730960000002597,15.539215999997396,8.417354
24,0.8,105.6171875,0.0,0.8745850000004793,15.546705000000657,8.417354
25,0.8333333333333334,105.6171875,15.8,0.9758590000001277,17.31373000000167,8.417354
26,0.8666666666666667,105.6171875,0.5,0.9769820000001346,17.321233000002394,8.417354
27,0.9,110.46484375,26.5,1.0858850000004168,19.07211300000199,8.417354
28,0.9333333333333333,110.46484375,1.5,1.0897000000004482,19.07945800000016,8.417354
29,0.9666666666666667,110.7109375,21.1,1.1006740000002537,20.830950000003213,8.417354
30,1.0,110.9453125,0.0,1.2040830000005371,22.442860000002838,8.417354
31,1.0333333333333334,110.9453125,3.0,1.2101920000004611,22.452042999997502,8.417354
32,1.0666666666666667,111.87109375,56.3,1.2210390000000189,24.26520000000164,8.417354
33,1.1,112.09765625,39.3,1.2224169999999503,24.271937999998045,8.417354
34,1.1333333333333333,112.59375,7.5,1.2252650000000358,24.27988400000322,8.417354
35,1.1666666666666667,112.91015625,29.6,1.2262360000004264,24.28626300000178,8.417354
36,1.2,122.91796875,50.3,1.2287599999999657,24.29318400000193,8.417354
37,1.2333333333333334,128.9296875,1.0,1.326481000000058,24.313233000000764,9.646154
38,1.2666666666666666,128.9296875,3.5,1.3398690000003626,26.03798700000334,9.646154
39,1.3,134.53125,0.0,1.433799999999792,26.048847999998543,9.646154
40,1.3333333333333333,134.53125,1.5,1.4382519999999204,26.700897000002442,9.646154
41,1.3666666666666667,136.2578125,4.5,1.5428130000000237,28.967791000002762,9.646154
42,1.4,136.2578125,0.0,1.5471429999997781,28.979432000000088,9.646154
43,1.4333333333333333,139.2421875,54.6,1.5592360000000554,30.76865700000053,9.646154
44,1.4666666666666666,154.03125,53.8,1.561666000000514,30.77526200000284,9.646154
45,1.5,154.37109375,49.7,1.563680000000204,30.782240000000456,13.422666
46,1.5333333333333334,159.31640625,15.0,1.581441000000268,32.77272300000186,13.422666
47,1.5666666666666667,159.31640625,1.0,1.677346999999827,32.78965199999948,13.422666
48,1.6,159.31640625,0.5,1.6786190000002534,32.79643000000215,13.422666
49,1.6333333333333333,159.31640625,0.0,1.6818220000004658,32.80669599999965,13.422666
50,1.6666666666666667,167.28515625,51.3,1.6956190000000788,34.68021099999896,13.422666
51,1.7,178.7421875,50.8,1.6972240000004604,34.6922659999982,18.939978
52,1.7333333333333334,178.7421875,50.5,1.6993929999998727,34.70670899999823,18.939978
53,1.7666666666666666,178.7421875,50.5,1.7047019999999975,34.72109400000045,26.193994
54,1.8,178.984375,52.8,1.706941999999799,34.73311800000374,26.193994
55,1.8333333333333333,178.984375,0.0,1.8019190000004528,34.87810400000308,26.193994
56,1.8666666666666667,178.984375,2.0,1.8061170000000857,34.885700999999244,26.193994
57,1.9,183.7734375,39.9,1.829200000000128,36.714663999999175,26.193994
58,1.9333333333333333,184.1328125,1.0,1.9406460000000152,36.790383999999904,35.184714
59,1.9666666666666666,184.1328125,1.0,1.9575070000000778,36.818082999998296,35.184714
60,2.0,184.1328125,2.0,1.9732380000004923,36.84588900000381,35.184714
61,2.033333333333333,184.38671875,38.6,1.9977969999999914,38.66931099999783,35.184714
62,2.066666666666667,184.6484375,1.6,2.11996900000031,40.31104300000152,35.184714
63,2.1,184.6484375,1.6,2.134052000000338,40.336389999996754,35.184714
64,2.1333333333333333,184.6484375,0.0,2.1461300000000847,40.3593899999978,35.184714
65,2.1666666666666665,184.6484375,20.6,2.17478200000005,42.2083449999991,35.184714
66,2.2,201.78125,39.4,2.1890260000000126,42.23249699999724,35.184714
67,2.2333333333333334,221.94140625,49.5,2.2030750000003536,42.25688500000251,35.184714
68,2.2666666666666666,221.94140625,51.3,2.222805000000335,42.285210000001825,35.184714
69,2.3,236.51171875,40.1,2.2386340000002747,42.311241000003065,35.184714
70,2.3333333333333335,236.51171875,1.5,2.3474880000003395,42.342815999996674,35.184714
71,2.3666666666666667,236.51171875,1.0,2.3611289999998917,42.36736599999858,35.184714
72,2.4,236.90625,29.6,2.479750000000422,44.12930300000153,35.184714
73,2.433333333333333,236.90625,2.6,2.495926000000509,44.155306000000564,35.184714
74,2.466666666666667,237.15234375,31.3,2.5226160000001983,45.92518199999904,35.184714
75,2.5,237.15234375,3.1,2.6336630000005243,46.35730199999671,35.184714
76,2.533333333333333,237.15234375,1.0,2.646636000000399,46.38136099999974,35.184714
77,2.566666666666667,237.15234375,52.6,2.6690630000002784,48.1716099999976,35.184714
78,2.6,237.15234375,33.0,2.78230799999983,48.22541300000012,47.648842
79,2.6333333333333333,237.15234375,1.0,2.7967710000002626,48.25260200000048,47.648842
80,2.6666666666666665,237.15234375,0.5,2.8114720000003217,48.27980199999729,47.648842
81,2.7,237.48046875,14.5,2.930978000000323,50.137940000000526,47.648842
82,2.7333333333333334,237.48046875,1.6,2.9428079999997863,50.16079400000308,47.648842
83,2.7666666666666666,237.48046875,3.1,2.9610979999997653,50.74290599999949,47.648842
84,2.8,237.625,3.1,3.0817690000003495,51.985515000000305,47.648842
85,2.8333333333333335,237.625,1.0,3.0958700000001045,52.01228699999774,47.648842
86,2.8666666666666667,237.625,0.0,3.1082610000003115,52.03600600000209,47.648842
87,2.9,237.625,1.0,3.124982999999702,52.06398900000204,47.648842
88,2.933333333333333,237.625,30.3,3.2450260000005073,53.814462000002095,47.648842
89,2.966666666666667,237.625,0.5,3.2610169999998107,53.84144799999922,47.648842
90,3.0,237.625,1.0,3.2744620000003124,53.865710999998555,47.648842
91,3.033333333333333,237.625,1.6,3.3905320000003485,55.64427199999773,47.648842
92,3.066666666666667,237.625,0.5,3.4042850000005274,55.66990100000112,47.648842
93,3.1,237.625,17.3,3.428867000000537,57.442989000002854,47.648842
94,3.1333333333333333,237.88671875,0.5,3.5356000000001586,57.47210900000209,47.648842
95,3.1666666666666665,237.88671875,0.5,3.5501890000005005,57.49888900000224,47.648842
96,3.2,237.88671875,43.2,3.575391000000309,59.2807959999991,47.648842
97,3.2333333333333334,238.625,1.0,3.681641000000127,59.31378099999711,47.648842
98,3.2666666666666666,238.625,1.0,3.6974920000002385,59.340485000000626,47.648842
99,3.3,238.625,39.0,3.8137320000005275,61.13471500000014,47.648842
100,3.3333333333333335,238.625,1.0,3.8276340000002165,61.16167100000166,47.648842
101,3.3666666666666667,238.625,0.5,3.839915999999903,61.18580700000166,47.648842
102,3.4,238.625,11.1,3.961236000000099,63.24119700000301,47.648842
103,3.433333333333333,238.625,1.5,3.975478999999723,63.26601500000106,47.648842
104,3.466666666666667,238.625,28.8,4.00474099999974,65.03403100000287,47.648842
105,3.5,254.71484375,41.3,4.0612529999998515,65.06506300000183,47.648842
106,3.533333333333333,254.71484375,1.5,4.12887099999989,65.09402799999953,47.648842
107,3.566666666666667,254.71484375,1.0,4.14111099999991,65.11742499999673,47.648842
108,3.6,254.71484375,44.2,4.169484000000011,66.89176900000166,47.648842
109,3.6333333333333333,254.71484375,1.0,4.2768930000002,67.0035760000028,47.648842
110,3.6666666666666665,254.71484375,2.1,4.298378000000412,68.80347600000096,47.648842
111,3.7,254.71484375,8.4,4.412091000000146,69.7350129999977,47.648842
112,3.7333333333333334,254.71484375,2.1,4.426951000000372,69.76208000000042,47.648842
113,3.7666666666666666,254.71484375,2.1,4.442348000000493,69.79443100000208,47.648842
114,3.8,254.71484375,0.5,4.456699000000299,69.82396799999697,47.648842
115,3.85,254.71484375,57.3,4.485878999999841,71.68714999999793,47.648842
116,3.8833333333333333,264.9375,49.5,4.499453999999787,71.71492099999887,47.648842
117,3.9166666666666665,294.23828125,57.5,4.5178649999998015,71.7495160000035,47.648842
118,3.95,294.23828125,0.5,4.626701000000139,72.03726099999767,47.648842
119,3.9833333333333334,294.23828125,1.6,4.640121999999792,72.06286900000123,47.648842
120,4.016666666666667,294.23828125,52.0,4.661423000000468,73.89654600000358,47.648842
121,4.05,294.23828125,7.7,4.7717469999997775,74.74192500000208,47.648842
122,4.083333333333333,294.23828125,1.6,4.775402000000213,74.749748000002,47.648842
123,4.116666666666666,294.23828125,7.3,4.7859150000003865,76.55080499999895,47.648842
124,4.15,294.23828125,47.7,4.788418000000092,76.55856299999868,47.648842
125,4.183333333333334,311.90625,53.4,4.792519999999968,76.56569299999683,64.458826
126,4.216666666666667,311.90625,4.7,4.8967069999998785,77.60235999999713,64.458826
127,4.25,311.90625,1.0,4.900689000000057,77.61306199999672,64.458826
128,4.283333333333333,311.90625,52.1,4.916245999999774,79.41563999999926,64.458826
129,4.316666666666666,311.90625,32.8,4.919942999999876,79.42386999999871,64.458826
130,4.35,323.72265625,49.0,4.926454000000376,79.43572700000368,64.458826
131,4.383333333333334,323.72265625,1.5,5.023621000000276,79.69443899999897,64.458826
132,4.416666666666667,323.72265625,1.0,5.02518500000042,79.70170499999949,64.458826
133,4.45,323.72265625,41.5,5.0357240000003,81.51163800000359,64.458826
134,4.483333333333333,323.72265625,22.8,5.13140199999998,81.60644100000354,64.458826
135,4.516666666666667,323.72265625,2.1,5.135564000000159,81.61746999999741,64.458826
136,4.55,323.72265625,0.0,5.137692000000243,81.62584600000264,64.458826
137,4.583333333333333,324.265625,36.8,5.153602000000319,83.42497500000172,64.458826
138,4.616666666666666,324.49609375,1.6,5.261682000000292,85.7002930000017,64.458826
139,4.65,324.49609375,0.0,5.262668000000303,85.70663700000296,64.458826
140,4.683333333333334,324.49609375,42.8,5.276890000000094,87.60086800000136,64.458826
141,4.716666666666667,324.84375,54.9,5.279835999999705,87.60860200000025,64.458826
142,4.75,339.6484375,47.7,5.280902999999853,87.6154749999987,64.458826
143,4.783333333333333,387.69921875,38.0,5.284662000000026,87.62218700000085,64.458826
144,4.816666666666666,385.45703125,30.4,5.287334999999985,87.6299199999994,86.487114
145,4.85,385.45703125,48.2,5.289566000000377,87.63727500000095,86.487114
146,4.883333333333334,385.45703125,6.6,5.291726000000381,87.64334300000337,86.487114
147,4.916666666666667,397.68359375,46.7,5.293945000000349,87.64964999999938,86.487114
148,4.95,397.68359375,14.8,5.400749999999789,89.8538600000029,86.487114
149,4.983333333333333,397.68359375,0.0,5.401603999999679,89.85985400000209,86.487114
150,5.016666666666667,397.68359375,54.7,5.414139999999861,91.7319970000026,86.487114
151,5.05,397.68359375,50.3,5.418666000000485,91.74304300000222,86.487114
152,5.083333333333333,397.68359375,49.2,5.420839000000342,91.75031999999919,86.487114
153,5.116666666666666,397.68359375,32.5,5.426684000000023,91.7618450000009,86.487114
154,5.15,432.06640625,46.9,5.42827699999998,91.76839699999982,86.487114
155,5.183333333333334,432.375,46.4,5.430747000000338,91.77601899999718,86.487114
156,5.216666666666667,432.375,45.6,5.4350890000005165,91.78351100000145,86.487114
157,5.25,432.375,1.0,5.529878000000281,92.00285399999848,86.487114
158,5.283333333333333,432.375,0.0,5.530504000000292,92.00903500000277,86.487114
159,5.316666666666666,432.375,44.4,5.546731000000364,93.75842900000134,86.487114
160,5.35,432.375,22.0,5.643315999999686,93.93570799999725,86.487114
161,5.383333333333334,432.375,1.0,5.644616999999926,93.94365400000243,86.487114
162,5.416666666666667,432.375,1.0,5.64646300000004,93.950331,86.487114
163,5.45,433.7265625,64.0,5.657137000000148,95.71283499999845,86.487114
164,5.483333333333333,433.8984375,3.1,5.757803000000422,96.59863700000278,86.487114
165,5.516666666666667,433.8984375,2.1,5.7593480000005,96.6061120000013,86.487114
166,5.55,434.390625,55.6,5.773218999999699,98.42803699999786,86.487114
167,5.583333333333333,434.390625,53.0,5.77684599999975,98.43637200000376,86.487114
168,5.616666666666666,434.390625,51.8,5.78281700000025,98.44802199999685,116.342858
169,5.65,434.390625,4.0,5.884253000000172,99.31869700000243,116.342858
170,5.683333333333334,434.390625,1.0,5.88848599999983,99.32776900000317,116.342858
171,5.716666666666667,434.390625,0.0,5.891848000000209,99.33720799999719,116.342858
172,5.75,434.390625,59.6,5.9087140000001455,101.17313399999694,116.342858
173,5.783333333333333,434.390625,47.6,5.911203999999998,101.18057199999748,116.342858
174,5.816666666666666,434.390625,50.3,5.912870000000112,101.18768799999816,116.342858
175,5.85,434.390625,10.6,6.010078000000249,101.88554399999703,116.342858
176,5.883333333333334,434.390625,1.0,6.010997000000316,101.89930900000036,116.342858
177,5.916666666666667,434.390625,6.5,6.02824099999998,103.81789600000047,116.342858
178,5.95,434.79296875,46.4,6.0309720000004745,103.83323999999993,116.342858
179,5.983333333333333,451.8671875,46.6,6.036818000000494,103.84615399999893,116.342858
180,6.016666666666667,484.71875,18.0,6.14328900000055,104.54118900000321,116.342858
181,6.05,484.71875,1.5,6.145709999999781,104.5487209999992,116.342858
182,6.083333333333333,485.01953125,55.1,6.158683999999994,106.33802300000389,116.342858
183,6.116666666666666,485.01953125,53.6,6.165111999999681,106.35328100000334,116.342858
184,6.15,485.01953125,59.0,6.169170000000122,106.36197199999879,116.342858
185,6.183333333333334,485.01953125,13.5,6.265701999999692,107.39374099999986,116.342858
186,6.216666666666667,485.01953125,1.0,6.26679299999978,107.40074900000036,116.342858
187,6.25,485.01953125,2.1,6.273678999999902,107.4132230000032,116.342858
188,6.283333333333333,485.01953125,55.2,6.285289000000375,109.20963199999824,116.342858
189,6.316666666666666,485.01953125,43.2,6.291044000000511,109.22020299999713,116.342858
190,6.35,485.01953125,28.8,6.300186000000394,109.23197100000107,116.342858
191,6.383333333333334,536.69140625,51.3,6.301940999999715,109.2385310000027,116.342858
192,6.416666666666667,536.69140625,4.5,6.403406000000359,110.80158400000073,116.342858
193,6.45,536.69140625,1.0,6.408777000000555,110.81309299999702,116.342858
194,6.483333333333333,536.69140625,53.6,6.422951000000467,112.63815800000157,116.342858
195,6.516666666666667,536.69140625,45.4,6.42646700000023,112.64628200000152,116.342858
196,6.55,536.69140625,45.2,6.429039000000557,112.65381999999954,116.342858
197,6.583333333333333,546.859375,45.8,6.431792000000314,112.6600430000035,116.342858
198,6.616666666666666,546.859375,47.2,6.434513000000152,112.66704800000298,116.342858
199,6.65,553.86328125,28.0,6.5340610000002926,112.99472000000242,116.342858
200,6.683333333333334,553.86328125,2.1,6.536736000000019,113.00303300000087,116.342858
201,6.716666666666667,553.86328125,1.0,6.5408699999998134,113.01397200000065,116.342858
202,6.75,550.625,46.5,6.553109999999833,114.81365899999946,116.342858
203,6.783333333333333,550.625,51.3,6.55774399999973,114.82151699999667,155.762762
204,6.816666666666666,550.94140625,0.5,6.653116999999838,115.17591099999845,155.762762
205,6.85,550.94140625,0.5,6.654739999999947,115.1830919999993,155.762762
206,6.883333333333334,551.4296875,34.7,6.667403000000377,117.069865999998,155.762762
207,6.916666666666667,552.3671875,57.7,6.671030999999857,117.07726299999922,155.762762
208,6.95,552.3671875,14.6,6.77057700000023,117.46013500000117,155.762762
209,6.983333333333333,552.3671875,2.6,6.774757000000136,117.46886700000323,155.762762
210,7.016666666666667,552.3671875,1.0,6.777927000000091,117.47756800000207,155.762762
211,7.05,552.84765625,53.1,6.789536999999655,119.26733400000376,155.762762
212,7.083333333333333,552.84765625,8.8,6.791291999999885,119.27510099999927,155.762762
213,7.116666666666666,552.84765625,0.5,6.889683000000332,120.24687100000301,155.762762
214,7.15,552.84765625,0.0,6.89046000000053,120.25397499999963,155.762762
215,7.183333333333334,552.84765625,45.5,6.904125000000022,122.05733799999871,155.762762
216,7.216666666666667,552.84765625,2.6,6.908806999999797,122.06848000000173,155.762762
217,7.25,570.4765625,52.3,6.910953999999947,122.0766930000027,155.762762
218,7.283333333333333,570.4765625,46.2,6.913825000000543,122.08255800000188,155.762762
219,7.316666666666666,612.5546875,31.1,6.916925999999876,122.08993799999735,155.762762
220,7.35,612.86328125,29.7,6.994534999999814,123.01413899999898,155.762762
221,7.383333333333334,612.86328125,0.5,7.0194430000001375,123.02208200000314,155.762762
222,7.416666666666667,613.1171875,28.9,7.032463000000462,124.81643900000199,155.762762
223,7.45,613.1171875,46.9,7.0372660000002725,124.82475400000112,155.762762
224,7.483333333333333,613.1171875,43.3,7.0428069999998115,124.8328410000031,155.762762
