Time (min),Current Slot
342.32235000133517,139845
342.50125000079476,139913
342.7428333322207,140001
342.92401666641234,140042
343.1053833325704,140061
343.3162999987602,140075
343.50476666688917,140131
343.70278333425523,140199
343.93308333158495,140279
344.1398833314578,140331
344.31756666501366,140384
344.498016667366,140448
344.70383333365123,140513
344.9129833340645,140577
345.1065999984741,140641
345.3208333333333,140704
345.500033334891,140764
345.71696666479113,140819
345.91588333447777,140873
346.0991666674614,140929
346.33193333148955,141008
346.5091333349546,141041
346.71085000038147,141061
346.93156666755675,141127
347.1018000006676,141184
347.3247833331426,141274
347.5133333325386,141337
347.70085000197093,141392
347.91968333323797,141468
348.1118499994278,141512
348.3005499998728,141568
348.5189166665077,141643
348.70604999860126,141698
348.90539999802905,141760
349.09939999977746,141824
349.2990000009537,141888
349.4996833324432,141953
349.7175166686376,142017
349.9105333328247,142081
350.1025666673978,142139
350.32724999984106,142194
350.50361666679385,142241
350.7094499985377,142304
350.89816666841506,142368
351.0995500008265,142428
351.3227666656176,142493
351.5193500002225,142541
351.70378333330154,142596
351.93458333412804,142663
352.1190999984741,142720
352.30580000082654,142786
352.5035333315531,142849
352.7134166677793,142914
352.8991999983788,142963
353.12013333241146,143022
353.3247333327929,143079
353.5256166656812,143132
353.7276666680972,143183
353.9006333351135,143235
354.12293333212534,143298
354.3122499982516,143360
354.49814999898274,143418
354.70141666730245,143483
354.8977166652679,143525
355.10073333183925,143586
355.3014333327611,143648
355.5324000000954,143717
355.6994666655858,143777
355.90088333288827,143840
356.1035833319028,143904
356.3206833322843,143980
356.52081666787467,144048
356.70041666825614,144124
356.9385999997457,144201
357.1042999982834,144261
357.3242499987284,144338
357.5016499996185,144407
357.7245333313942,144467
357.90506666501363,144521
358.10088333288826,144587
358.3017833352089,144670
358.53518333435056,144742
358.6995333313942,144798
358.9005666653315,144845
359.11830000082654,144897
359.3024166663488,144958
359.4995166659355,145014
359.71155000130335,145081
359.90268333355584,145128
360.1064166665077,145198
360.3028500000636,145253
360.50526666641235,145321
360.73648333152136,145380
360.9038499991099,145435
361.0995333313942,145492
361.29945000012714,145541
361.510516667366,145616
361.7282333334287,145680
361.937616666158,145729
362.11610000133516,145791
362.30421666701636,145829
362.5291000008583,145892
362.70858333508176,145948
362.9248166680336,146013
363.125116666158,146061
363.33093333244324,146126
363.50669999917346,146176
363.710333331426,146195
363.91051666736604,146217
364.110516667366,146236
364.3310833334923,146253
364.5097000002861,146270
364.6982166647911,146281
364.9105333328247,146314
365.10221666495005,146368
365.3000833352407,146432
365.53376666704816,146508
365.7370333313942,146564
365.8980499982834,146624
366.0997499982516,146690
366.3008166670799,146759
366.5007333318392,146827
366.70308333237966,146887
366.9017333348592,146946
367.1038333336512,147012
367.3053999980291,147073
367.5003833333651,147136
367.70705000162127,147200
367.90535000165306,147263
368.0997833331426,147308
368.30185000101727,147380
368.5219999988874,147446
368.70255000193913,147502
368.90154999891917,147569
369.1016999999682,147616
369.30863333145777,147680
369.50206666787466,147737
369.6983333349228,147798
369.89961666663487,147854
370.0976666649183,147909
370.3045666654905,147974
370.4956333319346,148032
370.73353333473204,148101
370.9027999997139,148160
371.11908333301545,148183
371.3224166671435,148198
371.5058000008265,148214
371.7082833329836,148228
371.897983332475,148248
372.1012666662534,148297
372.30221666495004,148363
372.4995333313942,148428
372.70334999958675,148493
372.9257833321889,148556
373.10188333193463,148632
373.3004833340645,148694
373.5004833340645,148767
373.7055666685104,148848
373.9044833342234,148920
374.10088333288826,148969
374.33006666501365,149034
374.5019333322843,149095
374.71321666638056,149187
374.9420166651408,149250
375.10688333511354,149270
375.29758333365123,149284
375.50396666526797,149295
375.76148333152133,149312
375.89961666663487,149324
376.1110166668892,149338
376.3112166682879,149357
376.5013500014941,149393
376.70224999984106,149457
376.9219499985377,149514
377.1027833342552,149569
377.3228000005086,149640
377.50393333435056,149688
377.72489999930065,149741
377.913583334287,149792
378.09851666688917,149842
378.30405000050865,149894
378.5220333337784,149955
378.7017500003179,150013
378.91541666587193,150060
379.0980999986331,150113
379.3252166668574,150176
379.5009999990463,150222
379.70935000181197,150272
379.8997833331426,150316
380.10286666552224,150369
380.33458333412807,150432
380.49788333177565,150465
380.70138333241147,150522
380.90539999802905,150574
381.1019166668256,150626
381.31804999907814,150688
381.50224999984107,150731
381.7124166647593,150784
381.89901666641236,150843
382.09971666733423,150884
382.2971833348274,150944
382.4984833319982,151000
382.6993333339691,151056
382.9154000004133,151111
383.09989999930065,151168
383.3124166647593,151236
383.5244166652362,151296
383.7047666668892,151343
383.90336666504544,151400
384.10128333171207,151456
384.304233332475,151505
384.5256166656812,151559
384.70011666615807,151615
384.9308166662852,151680
385.0995833317439,151727
385.30768333276114,151781
385.5316499988238,151843
385.70405000050863,151892
385.9037166674932,151951
386.10915000041325,152000
386.3011333346367,152060
386.49836666584014,152099
386.7078833341599,152160
386.9036333322525,152218
387.13159999847414,152288
387.3034833351771,152339
387.52406666676205,152409
387.73240000009537,152459
387.94656666517255,152513
388.12900000015895,152557
388.29883333444593,152604
388.50686666568123,152648
388.70806666612623,152704
388.9035500009855,152768
389.10023333231607,152829
389.3082000017166,152876
389.52750000158943,152928
389.70230000019075,152966
389.9108166654905,153024
390.12061666647594,153089
390.3310833334923,153141
390.5003499984741,153188
390.7206666668256,153249
390.9493999997775,153300
391.10815000136694,153311
391.3306833346685,153324
391.52355000178017,153342
391.72688333193463,153358
391.91019999980927,153374
392.1281999985377,153392
392.304150001208,153413
392.50185000101726,153465
392.70168333450954,153520
392.90236666599907,153574
393.11935000022254,153643
393.33093333244324,153696
393.50085000197095,153742
393.7044833342234,153815
393.90054999987285,153862
394.10396666526793,153902
394.30190000136696,153944
394.50465000073115,153992
394.7131666660309,154048
394.89928333361945,154100
395.10199999809265,154152
395.2935333331426,154208
395.5002000013987,154272
395.70235000054043,154342
395.8979166666667,154410
396.1053333322207,154470
396.3310833334923,154528
396.5014999985695,154587
396.69840000073117,154632
396.9066333333651,154688
397.10623333454134,154752
397.30228333473207,154814
397.5012333313624,154866
397.72925000190736,154930
397.9002166668574,154982
398.10001666545867,155039
398.3259999990463,155082
398.5020499984423,155130
398.6996833324432,155173
398.9010666648547,155234
399.1045833349228,155301
399.31500000158945,155361
399.5391333341598,155392
399.70383333365123,155424
399.90549999872843,155489
400.1211000005404,155552
400.3044666647911,155600
400.50681666533154,155667
400.72166666587196,155728
400.92206666469576,155776
401.09941666523616,155834
401.3135666648547,155905
401.50421666701635,155969
401.73150000174843,156032
401.9051166653633,156084
402.1271499991417,156145
402.332450000445,156200
402.505350001653,156252
402.7011166652044,156300
402.9048833330472,156356
403.1019666671753,156416
403.31153333187103,156480
403.51461666822433,156544
403.7088166673978,156610
403.9213499983152,156672
404.09988333384194,156731
404.30023333231605,156775
404.51198333501816,156842
404.70263333320617,156900
404.90048333406446,156968
405.1064333319664,157043
405.30619999965035,157100
405.4992666681608,157157
405.73145000139874,157221
405.91601666609444,157281
406.09888333479563,157345
406.3108000000318,157408
406.50041666825615,157471
406.70293333530424,157534
406.90115000009536,157586
407.1038333336512,157653
407.30593333244326,157712
407.52680000066755,157761
407.7159833351771,157824
407.9008500019709,157881
408.10259999831516,157937
408.3329499999682,157997
408.5311666647593,158054
408.7228166659673,158109
408.90043333371483,158163
409.1027166684469,158239
409.3317333340645,158290
409.51474999984106,158338
409.71564999818804,158401
409.90356666644414,158443
410.1333666682243,158498
410.33389999866483,158548
