Time (hours),Current Slot,Peers Connected
0.0,139845,74
0.0029816666576597426,139913,74
0.007008055514759488,140001,74
0.010027777751286824,140042,73
0.013050555520587497,140061,74
0.01656583329041799,140075,73
0.019706944425900777,140131,74
0.023007222215334574,140199,74
0.026845555504163107,140279,74
0.030292222168710498,140331,74
0.03325361106130812,140384,74
0.03626111110051473,140448,74
0.03969138887193468,140513,74
0.04317722221215566,140577,73
0.04640416661898295,140641,72
0.049974722199969825,140704,73
0.05296138889259762,140764,74
0.05657694439093272,140819,74
0.059892222219043306,140873,73
0.06294694443543752,140929,74
0.06682638883590698,141008,74
0.0697797222269906,141041,74
0.0731416666507721,141061,74
0.07682027777036031,141127,74
0.0796574999888738,141184,74
0.08337388886345758,141274,73
0.08651638885339101,141337,73
0.08964166667726305,141392,74
0.09328888886504703,141468,74
0.09649166663487753,141512,74
0.099636666642295,141568,74
0.10327611108620961,141643,74
0.10639499995443556,141698,74
0.10971749994489882,141760,74
0.1129508333073722,141824,74
0.11627749999364217,141888,74
0.1196222221851349,141953,74
0.12325277778837417,142017,74
0.12646972219149272,142081,74
0.12967027776771123,142139,74
0.1334149999750985,142194,74
0.13635444442431133,142241,74
0.13978499995337593,142304,74
0.14293027778466544,142368,74
0.14628666665818957,142428,74
0.15000694440470802,142493,74
0.15328333331478966,142541,74
0.15635722219944,142596,74
0.16020388887988196,142663,73
0.16327916661898295,142720,74
0.16639083332485624,142786,74
0.16968638883696663,142849,74
0.17318444444073572,142914,74
0.17628083328406016,142963,74
0.1799630555179384,143022,74
0.18337305552429622,143079,74
0.18672111107243433,143132,74
0.19008861111270056,143183,74
0.19297138889630636,143235,74
0.19667638884650337,143298,74
0.1998316666152742,143360,74
0.2029299999607934,143418,74
0.20631777776612176,143483,74
0.20958944439888,143525,74
0.21297305550840165,143586,74
0.2163180555237664,143648,74
0.22016749997933704,143717,74
0.2229519444041782,143777,74
0.22630888885921902,143840,74
0.22968722217612797,143904,74
0.23330555551581914,143980,74
0.23664111110899183,144048,74
0.239634444448683,144124,74
0.2436041666401757,144201,74
0.2463658332824707,144261,74
0.2500316666232215,144338,73
0.2529883333047231,144407,74
0.2567030555009842,144467,73
0.25971194439464146,144521,74
0.2629755555258857,144587,74
0.2663238888978958,144670,74
0.2702138888835907,144742,74
0.2729530555009842,144798,74
0.27630361106660634,144845,74
0.2799324999915229,144897,74
0.2830011110835605,144958,74
0.28628611107667284,145014,74
0.28981999999947017,145081,74
0.2930055555370119,145128,74
0.2964011110862096,145198,74
0.29967499997880725,145253,74
0.30304861108462017,145321,74
0.30690222216977014,145380,73
0.3096916666295793,145435,74
0.3129530555009842,145492,74
0.31628499997986687,145541,74
0.3198027777671814,145616,74
0.3234313888682259,145680,74
0.32692111108038163,145729,74
0.32989583333333333,145791,74
0.3330311110946867,145829,74
0.3367791666587194,145892,74
0.3397705555624432,145948,74
0.3433744444449743,146013,74
0.3467127777470483,146061,74
0.3501430555184682,146126,74
0.35307249996397233,146176,74
0.3564663888348473,146195,74
0.3598027777671814,146217,74
0.36313611110051475,146236,74
0.36681222220261894,146253,74
0.36978916664918265,146270,74
0.3729311110575994,146281,74
0.3764697221914927,146314,74
0.3796644443935818,146368,74
0.38296222223175896,146432,74
0.3868569444285499,146508,74
0.3902447221676509,146564,74
0.3929283332824707,146624,74
0.39628999994860753,146690,74
0.39964111109574635,146759,74
0.4029730555084017,146827,74
0.4063455555174086,146887,74
0.4096563888920678,146946,74
0.41302472220526804,147012,74
0.41638416661156546,147073,74
0.4196338888671663,147136,73
0.4230783333381017,147200,74
0.42638333333863154,147263,74
0.4296238888634576,147308,74
0.43299166666136846,147380,74
0.43666083329253724,147446,74
0.43967000001006656,147502,74
0.4429866666264004,147569,74
0.4463224999772178,147616,74
0.44977138883537715,147680,74
0.4529952777756585,147737,74
0.45626638889312743,147798,74
0.45962111108832887,147854,74
0.462921944393052,147909,74
0.46637027773592205,147974,74
0.4695547221766578,148032,74
0.47351972222328187,148101,74
0.47634083330631255,148160,74
0.47994555552800494,148183,74
0.48333444443013934,148198,74
0.4863908333248562,148214,74
0.48976555552747514,148228,74
0.4929272221856647,148248,74
0.4963152777486377,148297,74
0.4996644443935818,148363,73
0.5029530555009842,148428,74
0.5063499999708599,148493,74
0.5100572221808963,148556,74
0.5129922221766577,148632,74
0.5163022222121557,148694,73
