Time (hours),Current Slot,Peers Connected
0.0055569444762335884,0,1
0.008857500023312039,49,1
0.012191944453451368,116,0
0.01549444443649716,184,1
0.018861666719118753,199,26
0.02230361110634274,245,38
0.025511111153496635,301,37
0.02887583335240682,359,32
0.032530277768770856,421,27
0.03560472223493788,485,28
0.03892250001430511,550,30
0.042223611142900255,608,33
0.04546500000688765,675,33
0.049254444440205894,738,37
0.05241638892226749,800,36
0.055606388913260564,864,35
0.058944722215334575,935,43
0.06261138889524671,1005,44
0.06579305556085374,1027,45
0.06899333337942759,1059,46
0.0722330555650923,1088,46
0.07557027777036031,1118,46
0.07893527779314254,1148,48
0.08220416671699948,1185,47
0.08576611114872826,1266,51
0.08890944447782305,1342,50
0.0922763889365726,1415,51
0.0955252777867847,1499,50
0.09890722221798368,1567,52
0.10218972225983937,1637,52
0.10556472222010295,1702,51
0.10900250004397498,1760,47
0.11222777777247958,1825,47
0.11559083335929447,1897,49
0.11889666669898563,1979,50
0.12227027780479854,2048,50
0.1255425000190735,2113,49
0.12890999999311234,2199,49
0.13220750000741746,2272,49
0.13556749999523163,2358,51
0.13910833332273695,2434,51
0.14218611114554935,2504,51
0.1457633333735996,2594,53
0.14888194448418088,2667,51
0.1524875000450346,2759,53
0.1557627777920829,2848,52
0.15891416668891906,2928,50
0.16223361114660897,3024,50
0.16550027781062657,3104,50
0.16886500000953675,3192,49
0.17238055560323928,3286,49
0.17552444444762336,3363,48
0.1788544444905387,3436,48
0.18219861110051472,3507,48
0.18560055560535854,3585,48
0.18891972223917644,3668,48
0.1922630555762185,3732,48
0.19552611112594603,3762,48
0.19906388892067803,3800,48
0.2022297222746743,3861,48
0.20553666671117146,3929,48
0.20887888888518016,4001,50
0.21218500004874336,4083,51
0.21554055558310614,4155,51
0.21887444449795618,4226,51
0.22258750001589458,4320,50
0.22552250001165602,4402,50
0.2291888889339235,4488,50
0.23222194446457756,4549,50
0.2358366666899787,4627,50
0.2388861111137602,4697,50
0.24227666669421727,4760,51
0.2456025000413259,4800,51
0.24886750002702077,4875,52
0.2521858333216773,4948,51
0.2556519444783529,5024,52
0.25885972221692405,5103,53
0.2621966666645474,5167,51
0.26553555554813807,5231,50
0.26886333333121404,5303,50
0.27221027778254614,5371,50
0.27555611113707223,5427,50
0.27888750003443824,5499,52
0.2822149999936422,5565,53
0.2855441666973962,5631,53
0.28890027781327565,5697,52
0.2922183333502875,5770,53
0.2955608333481683,5805,53
0.29890444444285497,5830,53
0.3024069444338481,5888,52
0.3057027777698305,5953,52
0.3088027777936723,6016,54
0.3121966666645474,6097,54
0.3156852777798971,6180,53
0.3188919444878896,6259,53
0.32251472221480476,6340,53
0.32591138892703586,6415,53
0.32888472225930954,6471,54
0.3323852778143353,6565,54
0.3355413889222675,6636,54
0.3391577778259913,6714,54
0.34227555559741124,6784,55
0.3455608333481683,6852,56
0.3488100000222524,6922,57
0.35243000004026626,6989,57
0.35578333338101703,7047,56
0.35896305554442937,7105,58
0.3624136111471388,7170,58
0.3655483333269755,7233,57
0.3688722222381168,7300,58
0.37223861111534967,7377,57
0.37556138892968494,7476,58
0.37909916665818955,7577,58
0.3822019444571601,7639,58
0.38584000004662405,7722,59
0.3888588888777627,7793,58
0.3922266666756736,7867,58
0.3957508333524068,7943,58
0.3988750000132455,7978,56
0.40256027777989706,8017,57
0.4056411111354828,8050,57
0.40907777779632143,8099,57
0.41228500001960333,8171,57
0.41554472221268546,8250,57
0.41947694447305467,8322,58
0.42222472223970625,8365,58
0.42558888892332714,8427,57
0.4290630555815167,8497,57
0.4326827777756585,8556,57
0.435523611108462,8620,58
0.4390433333317439,8699,58
0.4422230555613836,8768,57
0.4459986111190584,8838,57
0.4488611111376021,8895,58
0.4524611111481984,8960,56
0.45552555554442936,9022,56
0.45912611113654245,9090,59
0.46239333338207667,9143,59
0.4656505555576748,9204,61
0.46887194448047215,9250,63
0.47241416666242814,9314,61
0.47557805558045707,9376,62
0.4790941666894489,9450,62
0.4822502777973811,9520,62
0.4855327777730094,9591,62
0.4889941667185889,9664,62
0.4922255555788676,9733,62
0.4955541667011049,9813,63
0.4988936110999849,9886,63
0.5022136111391915,9938,63
0.5055450000365576,10011,64
0.5088880555497275,10080,65
0.5121986111005147,10149,65
0.5155330555968815,10231,64
0.5188936110999849,10305,64
0.5222086111042235,10382,64
0.5255600000090069,10457,64
0.5289102778169844,10530,65
0.5322472222646077,10594,66
0.5358475000328488,10661,65
0.5390252778265211,10720,65
0.5422488888767031,10780,65
0.5457244444555707,10851,65
0.5489658333857854,10912,66
0.5522069444921281,10948,65
0.5555352777904934,11019,65
0.5589250000317891,11080,65
0.5622102777825462,11130,65
0.5658641666836208,11194,66
0.5689308333396912,11239,67
0.5722411111328337,11296,68
0.575531944433848,11362,68
0.5788936110999849,11433,68
0.5822380556000604,11499,68
0.5856052778164546,11564,67
0.5889500000079473,11617,67
0.5926075000233121,11680,67
0.5955263888835907,11732,67
0.5992272222704358,11796,67
0.6025144444571601,11849,67
0.6055411111646228,11908,68
0.609127499990993,11968,69
0.6122238889005449,12008,70
0.6155908333592944,12072,70
0.6189397222465939,12128,69
0.6222052778138055,12199,69
0.6256019444598092,12260,69
0.6291169444719951,12327,69
0.6323705555995306,12384,69
0.6355363888872995,12441,68
0.6392313889000151,12495,68
0.6424311111370723,12544,68
0.6457447222206327,12609,68
0.6491333333651225,12674,69
0.6525086111492581,12726,69
0.6555633333656523,12780,69
0.6589477778143353,12844,69
0.6621991666820314,12905,69
0.6658416666587194,12968,69
0.6693930555714501,13023,69
0.6725052777926127,13084,69
0.6755705555942324,13138,69
0.6789144444465637,13200,69
0.6822144444783529,13255,69
0.6855322222577201,13316,69
0.6888852777745988,13375,69
0.692278055548668,13440,69
0.6955558333794276,13510,69
0.6988755555947622,13584,69
0.7022175000111262,13658,69
0.7055944444735845,13720,70
0.7088627778159248,13783,70
0.712237222260899,13853,69
0.715516666703754,13917,68
0.7187302778164546,13984,67
0.7223047222693761,14048,67
0.7255658333831363,14112,67
0.7289352777931425,14174,67
0.7323341666989857,14220,69
0.7355366667111715,14265,69
0.7392511111497879,14318,69
0.7424352777666515,14364,69
0.7455761111444897,14407,69
0.7491019444333182,14464,69
0.7523050000270207,14520,69
0.7559116666846805,14560,69
0.7589416666825612,14604,69
0.7622708333863153,14656,68
0.7655702777703604,14709,69
0.7690127778053284,14768,69
0.7722216667069329,14817,69
0.7755483333269755,14879,69
0.7788661111063427,14920,70
0.7822530555725098,14971,70
0.785825277765592,15016,70
0.7892622222503026,15057,70
0.7926105555560854,15104,70
0.795456388923857,15136,70
0.7988875000344382,15188,69
0.8022475000222524,15238,69
0.8056775000360277,15293,72
0.8088583333624734,15342,73
0.8125852778222826,15397,74
0.8155833333730698,15446,74
0.8189586111572054,15496,73
0.8223791666825613,15552,74
0.8255605555905237,15611,73
0.8291102778249316,15665,73
0.8322975000407961,15706,73
0.8358719444937176,15766,72
0.8392322222391765,15812,72
0.8424188889397515,15875,72
0.8457861111561458,15936,72
0.848912777768241,15994,72
0.8524741666846806,16055,72
0.8555411111646228,16096,72
0.8590200000339084,16160,73
0.8622777777910232,16212,74
0.8656052778164546,16267,73
0.8694286111328337,16322,71
0.872287777794732,16379,71
0.8755425000190735,16438,69
0.8789375000529819,16485,69
0.8822950000233121,16545,69
0.8858263889286253,16598,69
0.8888919444878897,16656,69
0.8920747222503026,16704,69
0.8955941667159398,16768,69
0.8988711111413108,16821,69
0.9025566666656071,16886,69
0.9056000000238419,16933,69
0.9089602777693007,16992,69
0.9122919444905387,17056,69
0.9155919444561005,17116,69
0.9192047222455343,17171,69
0.9225174999899335,17214,71
0.9256197222736147,17269,71
0.928915277785725,17315,71
0.9324036111434301,17376,72
0.9356205555465487,17433,72
0.9388941666815016,17476,72
0.9422283333539963,17530,73
0.945562500026491,17573,73
0.9491513889365726,17630,73
0.9524486111270056,17679,72
0.9555919444561005,17726,72
0.9591044444508022,17779,73
0.962247777779897,17839,73
0.965940000017484,17892,73
0.9689008333285649,17933,73
0.9722019444571601,17985,73
0.9755338889360428,18047,73
0.978895000020663,18088,73
0.9822608333826065,18122,73
0.9855758333868451,18174,73
0.988957499994172,18222,73
0.9926263889339235,18282,74
0.9956441666682562,18336,73
0.9988855555984709,18398,73
1.0022594444619284,18447,73
1.0056319444709354,18496,72
1.008953888879882,18562,71
1.0124311111370723,18624,71
1.0155486111508476,18682,72
1.0189608333508173,18725,72
1.0225516666968664,18783,72
1.0256194444497426,18836,72
1.0291477778222826,18888,71
1.032388055589464,18944,71
1.035554166701105,18998,71
1.0391125000185437,19047,71
1.0421975000037087,19099,72
1.0455377778079775,19147,72
1.0489763889047834,19201,73
1.0525005555815168,19256,73
1.055626388920678,19296,72
1.0589725000328487,19347,73
1.0622002777788375,19393,73
1.0655894444386165,19458,72
1.0692813889185588,19523,72
1.072616944445504,19582,72
1.0755652778016196,19634,70
1.0791669444905387,19686,69
1.0822752777735392,19713,69
1.0855994444423251,19778,70
1.0890511111418406,19840,70
1.0922769444518619,19906,70
1.0956813889079624,19968,71
1.098912777768241,20022,71
1.1022436111503178,20090,70
1.1059111111031639,20147,70
1.1088822222418255,20193,70
1.1122391666968663,20248,70
1.1157077778047986,20312,70
1.1188852777745988,20362,70
1.1225619444582198,20421,70
1.125620277788904,20482,71
1.1288941666815016,20544,71
1.1322313888867697,20613,72
1.135882222255071,20680,72
1.1390638889206781,20736,72
1.142588333355056,20805,72
1.1456225000487434,20854,72
1.1488999999894036,20902,72
1.1522441666656071,20961,71
1.1557847222354678,21018,71
1.1589005555709202,21069,73
1.162203333377838,21139,73
1.1657894444465637,21206,73
1.1692711111572054,21254,73
1.1722541666693158,21308,73
1.1757425000270207,21375,74
1.1789305555820464,21413,74
1.182296111120118,21472,74
1.1854469444354374,21518,74
1.188890277809567,21568,73
1.1922211111254162,21614,74
1.1957377778159248,21664,74
1.1989102778169844,21719,73
1.2023897222677866,21768,73
1.205415277812216,21816,73
1.2091805556085375,21873,73
1.2122438889079623,21916,73
1.2155763889021343,21956,74
1.2192466666963366,22003,74
1.2222555555899939,22047,73
1.2257905555433697,22087,72
1.229212222231759,22138,72
1.232251388894187,22173,73
1.2356061111556158,22224,73
1.2391544444693459,22273,73
1.2426150000095368,22319,72
1.2456269444359673,22352,72
1.2491708333624734,22400,72
1.252214444478353,22441,72
1.2556172222561306,22488,72
1.2590219444698758,22535,73
1.2622022222148048,22580,73
1.2658766667048136,22636,73
1.26915694448683,22680,73
1.272277222275734,22722,73
1.275576944483651,22780,73
1.2789302778244018,22826,73
1.2822922222481834,22884,72
1.2857463888989555,22945,73
1.2891272222333485,23000,73
1.2922175000111262,23056,72
1.2955247222714954,23114,73
1.299155555566152,23170,73
1.3022586111227672,23230,73
1.3055497222476535,23284,72
1.3089755555656222,23332,72
1.3122741666767332,23388,73
1.3155436111158796,23430,73
1.3189144444465637,23483,74
1.3222777777910233,23530,73
1.3255405555831061,23584,73
1.3291047222746744,23652,72
1.3321038889222674,23710,72
1.335569722255071,23772,72
1.3389463888936572,23824,72
1.3423800000217225,23876,72
1.345602222217454,23936,73
1.349072222246064,24000,73
1.3522100000249015,24061,73
1.3555433333582347,24126,73
1.358903333346049,24186,73
1.3621980555852253,24244,73
1.365632500052452,24279,73
1.369220555557145,24347,73
1.37228916671541,24400,73
1.3755822222100365,24457,73
1.3789158333672418,24527,73
1.3822402777936724,24577,73
1.3855425000190735,24640,73
1.389030277795262,24704,73
1.392239444454511,24762,72
1.395644444492128,24833,73
1.399153055548668,24895,73
1.4022697222232818,24954,73
1.4056352778275807,25014,73
1.4088650000095368,25076,73
1.4122200000286103,25143,71
1.4156188889344534,25197,71
1.4189250000317892,25259,73
1.4222200000286103,25320,73
1.4255777778228125,25384,72
1.4288816666603088,25446,72
1.4322047222322887,25511,72
1.435601111120648,25568,72
1.4389433333608839,25628,72
1.4422305555476083,25685,72
1.4455283333857853,25739,72
1.4488844444354376,25793,72
1.452258611122767,25856,72
1.455728888909022,25920,72
1.4588900000519223,25982,72
1.4622666666905084,26039,72
1.4659430555502573,26088,72
1.4693627778026792,26144,72
1.4722638889153798,26186,72
1.4755411111646228,26243,73
1.4790980555613835,26292,73
1.4823147222730848,26313,73
1.48571944448683,26335,72
1.4888933333423402,26368,71
1.4922547222508324,26433,71
1.4958788888984256,26496,72
1.4989144444465636,26543,73
1.5023894444439145,26592,73
1.5055386111471387,26649,74
1.5091466666592492,26712,73
1.512233611146609,26762,73
1.5158416666587193,26823,72
1.5190475000275505,26881,72
1.5223380555709203,26946,72
1.5258336111572053,27008,72
1.5289186111423705,27072,72
1.53227833337254,27142,72
1.5355677778191037,27214,72
1.538905833363533,27274,72
1.5421630556053585,27333,72
1.5455474999878143,27359,73
1.548908055557145,27414,73
1.5522352778249318,27476,73
1.5555577778153948,27536,72
1.5589411111010445,27595,72
1.5622705555624432,27662,73
1.5654011111127006,27712,74
1.5689697222577201,27776,73
1.5725886111127005,27847,73
1.5759066667159398,27910,73
1.578881666660309,27971,71
1.5821925000349681,28033,71
1.5856147222386465,28104,71
1.5889750000503329,28160,71
1.5922544444931879,28225,71
1.595671111146609,28288,73
1.5989125000105964,28338,73
1.6022230555613837,28405,74
1.6057961111598544,28470,73
1.6088716666566,28522,72
1.6123258333735997,28578,71
1.615568611158265,28634,71
1.6188602777984407,28688,69
1.622241944471995,28738,69
1.6255652778016196,28800,70
1.6288966666989857,28853,71
1.632225277821223,28918,72
1.6355522222651375,28982,72
1.6393772222598393,29058,73
1.6426711111598544,29120,73
1.6455408333407509,29178,73
1.648901111152437,29231,72
1.6522483333614137,29297,71
1.6558758333656522,29363,71
1.6590055555767482,29406,72
1.6622177777687708,29447,72
1.6655569444762335,29507,72
1.6688650000095366,29570,72
1.6722397222121557,29640,72
1.675534444451332,29697,72
1.6790275000201331,29760,72
1.6823836111360126,29824,72
1.685622777806388,29888,73
1.6888802778058583,29947,73
1.6924286111195883,30016,72
1.6957458333836661,30099,73
1.6988791667090521,30168,74
1.7021988889243869,30241,74
1.7055491666661369,30316,73
1.7088761111100514,30370,73
1.7122244444820616,30455,73
1.7155405555831063,30517,73
1.7189686111609142,30592,73
1.7223630555470784,30657,73
1.7256388889418708,30720,73
1.7290516666571298,30784,73
1.7323091666566002,30848,72
1.7356272222598395,30927,72
1.7389005555709203,31010,72
1.7424919444322586,31093,72
1.7455422222614287,31154,72
1.7489452777968513,31227,72
1.7525597222646077,31290,72
1.755585277809037,31347,71
